"ROI","ROI.size","average.localizer.mask.size","inter.subject.overlap","sigChange","SubjectNumber","Contrast"
"1","1038","103","1.000000","0.163475","1","1"
"2","1399","139","1.000000","-0.301039","1","1"
"3","4863","486","1.000000","-0.174517","1","1"
"4","5104","510","1.000000","-0.563059","1","1"
"5","888","88","1.000000","-0.154100","1","1"
"6","1015","101","1.000000","-0.116259","1","1"
"7","3526","352","1.000000","0.625425","1","1"
"8","3381","338","1.000000","-0.120621","1","1"
"9","1858","185","1.000000","-0.148400","1","1"
"10","1770","177","1.000000","-0.391401","1","1"
"11","2147","214","1.000000","-0.036163","1","1"
"12","2371","237","1.000000","-0.095776","1","1"
"13","2447","244","1.000000","-0.123678","1","1"
"14","1345","134","1.000000","-0.316037","1","1"
"15","2065","206","1.000000","-0.287490","1","1"
"16","2222","222","1.000000","-0.548016","1","1"
"17","1615","161","1.000000","-0.191590","1","1"
"18","1958","195","1.000000","-0.282472","1","1"
"1","1038","103","1.000000","-0.170725","1","2"
"2","1399","139","1.000000","-0.305157","1","2"
"3","4863","486","1.000000","-0.279261","1","2"
"4","5104","510","1.000000","-0.516106","1","2"
"5","888","88","1.000000","-0.183459","1","2"
"6","1015","101","1.000000","-0.359690","1","2"
"7","3526","352","1.000000","-0.360653","1","2"
"8","3381","338","1.000000","-0.368147","1","2"
"9","1858","185","1.000000","-0.315130","1","2"
"10","1770","177","1.000000","-0.335140","1","2"
"11","2147","214","1.000000","-0.362638","1","2"
"12","2371","237","1.000000","-0.285359","1","2"
"13","2447","244","1.000000","-0.184042","1","2"
"14","1345","134","1.000000","-0.383793","1","2"
"15","2065","206","1.000000","-0.281526","1","2"
"16","2222","222","1.000000","-0.571854","1","2"
"17","1615","161","1.000000","-0.145209","1","2"
"18","1958","195","1.000000","-0.261848","1","2"
"1","1038","103","1.000000","-0.334200","1","3"
"2","1399","139","1.000000","-0.004118","1","3"
"3","4863","486","1.000000","-0.104744","1","3"
"4","5104","510","1.000000","0.046953","1","3"
"5","888","88","1.000000","-0.029359","1","3"
"6","1015","101","1.000000","-0.243431","1","3"
"7","3526","352","1.000000","-0.986077","1","3"
"8","3381","338","1.000000","-0.247526","1","3"
"9","1858","185","1.000000","-0.166730","1","3"
"10","1770","177","1.000000","0.056261","1","3"
"11","2147","214","1.000000","-0.326474","1","3"
"12","2371","237","1.000000","-0.189583","1","3"
"13","2447","244","1.000000","-0.060364","1","3"
"14","1345","134","1.000000","-0.067756","1","3"
"15","2065","206","1.000000","0.005965","1","3"
"16","2222","222","1.000000","-0.023838","1","3"
"17","1615","161","1.000000","0.046381","1","3"
"18","1958","195","1.000000","0.020623","1","3"
"1","1038","103","1.000000","-0.090363","2","1"
"2","1399","139","1.000000","0.281119","2","1"
"3","4863","486","1.000000","-0.310322","2","1"
"4","5104","510","1.000000","0.214866","2","1"
"5","888","88","1.000000","-0.135221","2","1"
"6","1015","101","1.000000","0.168056","2","1"
"7","3526","352","1.000000","0.051605","2","1"
"8","3381","338","1.000000","0.150814","2","1"
"9","1858","185","1.000000","-0.159582","2","1"
"10","1770","177","1.000000","0.029295","2","1"
"11","2147","214","1.000000","0.402846","2","1"
"12","2371","237","1.000000","0.119802","2","1"
"13","2447","244","1.000000","-0.406122","2","1"
"14","1345","134","1.000000","0.101816","2","1"
"15","2065","206","1.000000","-0.062669","2","1"
"16","2222","222","1.000000","-0.200723","2","1"
"17","1615","161","1.000000","-0.066954","2","1"
"18","1958","195","1.000000","-0.045703","2","1"
"1","1038","103","1.000000","0.139401","2","2"
"2","1399","139","1.000000","0.184190","2","2"
"3","4863","486","1.000000","0.146194","2","2"
"4","5104","510","1.000000","0.208862","2","2"
"5","888","88","1.000000","0.237269","2","2"
"6","1015","101","1.000000","0.400871","2","2"
"7","3526","352","1.000000","0.322971","2","2"
"8","3381","338","1.000000","0.030460","2","2"
"9","1858","185","1.000000","0.091717","2","2"
"10","1770","177","1.000000","0.029139","2","2"
"11","2147","214","1.000000","0.411939","2","2"
"12","2371","237","1.000000","0.162898","2","2"
"13","2447","244","1.000000","0.192757","2","2"
"14","1345","134","1.000000","-0.261652","2","2"
"15","2065","206","1.000000","0.572744","2","2"
"16","2222","222","1.000000","0.001912","2","2"
"17","1615","161","1.000000","0.081312","2","2"
"18","1958","195","1.000000","0.049604","2","2"
"1","1038","103","1.000000","0.229764","2","3"
"2","1399","139","1.000000","-0.096929","2","3"
"3","4863","486","1.000000","0.456516","2","3"
"4","5104","510","1.000000","-0.006004","2","3"
"5","888","88","1.000000","0.372489","2","3"
"6","1015","101","1.000000","0.232815","2","3"
"7","3526","352","1.000000","0.271366","2","3"
"8","3381","338","1.000000","-0.120354","2","3"
"9","1858","185","1.000000","0.251299","2","3"
"10","1770","177","1.000000","-0.000156","2","3"
"11","2147","214","1.000000","0.009093","2","3"
"12","2371","237","1.000000","0.043097","2","3"
"13","2447","244","1.000000","0.598879","2","3"
"14","1345","134","1.000000","-0.363468","2","3"
"15","2065","206","1.000000","0.635413","2","3"
"16","2222","222","1.000000","0.202636","2","3"
"17","1615","161","1.000000","0.148266","2","3"
"18","1958","195","1.000000","0.095307","2","3"
"1","1038","103","1.000000","0.812700","3","1"
"2","1399","139","1.000000","1.081511","3","1"
