"ROI","ROI.size","average.localizer.mask.size","inter.subject.overlap","sigChange","SubjectNumber","Contrast"
"1","2948","294","1.000000","0.889642","1","1"
"2","1627","162","1.000000","0.618256","1","1"
"3","644","64","1.000000","0.115432","1","1"
"4","743","74","1.000000","0.950300","1","1"
"5","462","46","1.000000","1.198077","1","1"
"6","370","37","1.000000","0.542472","1","1"
"1","2948","294","1.000000","0.194876","1","2"
"2","1627","162","1.000000","0.040082","1","2"
"3","644","64","1.000000","-0.097133","1","2"
"4","743","74","1.000000","-0.081774","1","2"
"5","462","46","1.000000","-0.022994","1","2"
"6","370","37","1.000000","-0.505053","1","2"
"1","2948","294","1.000000","0.694766","1","3"
"2","1627","162","1.000000","0.578174","1","3"
"3","644","64","1.000000","0.212565","1","3"
"4","743","74","1.000000","1.032074","1","3"
"5","462","46","1.000000","1.221072","1","3"
"6","370","37","1.000000","1.047525","1","3"
"1","2948","294","1.000000","0.894492","2","1"
"2","1627","162","1.000000","0.685637","2","1"
"3","644","64","1.000000","0.267767","2","1"
"4","743","74","1.000000","1.807624","2","1"
"5","462","46","1.000000","0.144428","2","1"
"6","370","37","1.000000","1.046671","2","1"
"1","2948","294","1.000000","0.309604","2","2"
"2","1627","162","1.000000","0.023614","2","2"
"3","644","64","1.000000","-0.125122","2","2"
"4","743","74","1.000000","0.330351","2","2"
"5","462","46","1.000000","0.034525","2","2"
"6","370","37","1.000000","0.503607","2","2"
"1","2948","294","1.000000","0.584888","2","3"
"2","1627","162","1.000000","0.662023","2","3"
"3","644","64","1.000000","0.392889","2","3"
"4","743","74","1.000000","1.477274","2","3"
"5","462","46","1.000000","0.109903","2","3"
"6","370","37","1.000000","0.543064","2","3"
"1","2948","294","1.000000","0.833109","3","1"
"2","1627","162","1.000000","1.320062","3","1"
"3","644","64","1.000000","0.054753","3","1"
"4","743","74","1.000000","1.256963","3","1"
"5","462","46","1.000000","0.534266","3","1"
"6","370","37","1.000000","0.803319","3","1"
"1","2948","294","1.000000","0.211150","3","2"
"2","1627","162","1.000000","0.216028","3","2"
"3","644","64","1.000000","-0.286186","3","2"
"4","743","74","1.000000","0.025057","3","2"
"5","462","46","1.000000","0.195780","3","2"
"6","370","37","1.000000","0.070154","3","2"
"1","2948","294","1.000000","0.621959","3","3"
"2","1627","162","1.000000","1.104034","3","3"
"3","644","64","1.000000","0.340939","3","3"
"4","743","74","1.000000","1.231906","3","3"
"5","462","46","1.000000","0.338486","3","3"
"6","370","37","1.000000","0.733165","3","3"
"1","2948","294","1.000000","2.376872","4","1"
"2","1627","162","1.000000","1.970442","4","1"
"3","644","64","1.000000","1.676732","4","1"
"4","743","74","1.000000","2.152699","4","1"
"5","462","46","1.000000","0.86483","4","1"
"6","370","37","1.000000","1.816659","4","1"
"1","2948","294","1.000000","0.421652","4","2"
"2","1627","162","1.000000","0.372956","4","2"
"3","644","64","1.000000","0.451343","4","2"
"4","743","74","1.000000","0.409957","4","2"
"5","462","46","1.000000","-0.213029","4","2"
"6","370","37","1.000000","0.590621","4","2"
"1","2948","294","1.000000","1.95522","4","3"
"2","1627","162","1.000000","1.597486","4","3"
"3","644","64","1.000000","1.22539","4","3"
"4","743","74","1.000000","1.742742","4","3"
"5","462","46","1.000000","1.077859","4","3"
"6","370","37","1.000000","1.226038","4","3"
"1","2948","294","1.000000","1.828445","5","1"
"2","1627","162","1.000000","0.953543","5","1"
"3","644","64","1.000000","0.271331","5","1"
"4","743","74","1.000000","1.578271","5","1"
"5","462","46","1.000000","2.684883","5","1"
"6","370","37","1.000000","3.38578","5","1"
"1","2948","294","1.000000","0.961463","5","2"
"2","1627","162","1.000000","0.385359","5","2"
"3","644","64","1.000000","0.27411","5","2"
"4","743","74","1.000000","0.594658","5","2"
"5","462","46","1.000000","0.851995","5","2"
"6","370","37","1.000000","1.659496","5","2"
"1","2948","294","1.000000","0.866981","5","3"
"2","1627","162","1.000000","0.568184","5","3"
"3","644","64","1.000000","-0.002779","5","3"
"4","743","74","1.000000","0.983613","5","3"
"5","462","46","1.000000","1.832887","5","3"
"6","370","37","1.000000","1.726284","5","3"
"1","2948","294","1.000000","1.241489","6","1"
"2","1627","162","1.000000","1.568328","6","1"
"3","644","64","1.000000","0.503969","6","1"
"4","743","74","1.000000","1.368934","6","1"
"5","462","46","1.000000","1.495874","6","1"
"6","370","37","1.000000","2.196537","6","1"
"1","2948","294","1.000000","0.225375","6","2"
"2","1627","162","1.000000","0.412522","6","2"
"3","644","64","1.000000","-0.272547","6","2"
"4","743","74","1.000000","0.655958","6","2"
"5","462","46","1.000000","0.589425","6","2"
"6","370","37","1.000000","0.861742","6","2"
"1","2948","294","1.000000","1.016113","6","3"
"2","1627","162","1.000000","1.155806","6","3"
"3","644","64","1.000000","0.776516","6","3"
"4","743","74","1.000000","0.712976","6","3"
"5","462","46","1.000000","0.90645","6","3"
"6","370","37","1.000000","1.334795","6","3"
"1","2948","294","1.000000","1.298051","7","1"
"2","1627","162","1.000000","0.655925","7","1"
"3","644","64","1.000000","0.248923","7","1"
"4","743","74","1.000000","1.316019","7","1"
"5","462","46","1.000000","1.564428","7","1"
"6","370","37","1.000000","1.871688","7","1"
"1","2948","294","1.000000","-0.11716","7","2"
"2","1627","162","1.000000","-0.4614","7","2"
"3","644","64","1.000000","0.195616","7","2"
"4","743","74","1.000000","0.493171","7","2"
"5","462","46","1.000000","0.650908","7","2"
"6","370","37","1.000000","0.257395","7","2"
"1","2948","294","1.000000","1.41521","7","3"
"2","1627","162","1.000000","1.117325","7","3"
"3","644","64","1.000000","0.053307","7","3"
"4","743","74","1.000000","0.822848","7","3"
"5","462","46","1.000000","0.913519","7","3"
"6","370","37","1.000000","1.614293","7","3"
"1","2948","294","1.000000","1.69098","8","1"
"2","1627","162","1.000000","1.862659","8","1"
"3","644","64","1.000000","0.520121","8","1"
"4","743","74","1.000000","1.898498","8","1"
"5","462","46","1.000000","2.423182","8","1"
"6","370","37","1.000000","2.092111","8","1"
"1","2948","294","1.000000","0.693567","8","2"
"2","1627","162","1.000000","0.401334","8","2"
"3","644","64","1.000000","-0.32347","8","2"
"4","743","74","1.000000","0.496212","8","2"
"5","462","46","1.000000","0.755481","8","2"
"6","370","37","1.000000","1.383538","8","2"
"1","2948","294","1.000000","0.997413","8","3"
"2","1627","162","1.000000","1.461325","8","3"
"3","644","64","1.000000","0.843591","8","3"
"4","743","74","1.000000","1.402286","8","3"
"5","462","46","1.000000","1.667701","8","3"
"6","370","37","1.000000","0.708573","8","3"
"1","2948","294","1.000000","1.548247","9","1"
"2","1627","162","1.000000","1.148226","9","1"
"3","644","64","1.000000","0.257349","9","1"
"4","743","74","1.000000","3.333277","9","1"
"5","462","46","1.000000","1.759328","9","1"
"6","370","37","1.000000","1.846268","9","1"
"1","2948","294","1.000000","0.554805","9","2"
"2","1627","162","1.000000","0.16268","9","2"
"3","644","64","1.000000","0.009448","9","2"
"4","743","74","1.000000","1.768552","9","2"
"5","462","46","1.000000","1.209767","9","2"
"6","370","37","1.000000","0.820177","9","2"
