"ROI","ROI.size","average.localizer.mask.size","inter.subject.overlap","sigChange","SubjectNumber","Contrast"
"1","2948","294","1.000000","0.428849","1","1"
"2","1627","162","1.000000","0.073780","1","1"
"3","644","64","1.000000","-0.127262","1","1"
"4","743","74","1.000000","0.377740","1","1"
"5","462","46","1.000000","0.439451","1","1"
"6","370","37","1.000000","0.300755","1","1"
"1","2948","294","1.000000","0.092687","1","2"
"2","1627","162","1.000000","-0.272515","1","2"
"3","644","64","1.000000","-0.126869","1","2"
"4","743","74","1.000000","-0.140290","1","2"
"5","462","46","1.000000","0.058733","1","2"
"6","370","37","1.000000","-0.164240","1","2"
"1","2948","294","1.000000","0.336162","1","3"
"2","1627","162","1.000000","0.346294","1","3"
"3","644","64","1.000000","-0.000394","1","3"
"4","743","74","1.000000","0.518030","1","3"
"5","462","46","1.000000","0.380718","1","3"
"6","370","37","1.000000","0.464995","1","3"
"1","2948","294","1.000000","0.548522","2","1"
"2","1627","162","1.000000","0.963269","2","1"
"3","644","64","1.000000","0.228712","2","1"
"4","743","74","1.000000","0.680195","2","1"
"5","462","46","1.000000","0.089471","2","1"
"6","370","37","1.000000","-0.194070","2","1"
"1","2948","294","1.000000","0.156389","2","2"
"2","1627","162","1.000000","0.328855","2","2"
"3","644","64","1.000000","0.112421","2","2"
"4","743","74","1.000000","0.200464","2","2"
"5","462","46","1.000000","-0.249593","2","2"
"6","370","37","1.000000","0.092490","2","2"
"1","2948","294","1.000000","0.392133","2","3"
"2","1627","162","1.000000","0.634413","2","3"
"3","644","64","1.000000","0.116291","2","3"
"4","743","74","1.000000","0.479731","2","3"
"5","462","46","1.000000","0.339064","2","3"
"6","370","37","1.000000","-0.286561","2","3"
"1","2948","294","1.000000","1.076144","3","1"
"2","1627","162","1.000000","1.301305","3","1"
"3","644","64","1.000000","0.368068","3","1"
"4","743","74","1.000000","1.656601","3","1"
"5","462","46","1.000000","1.384106","3","1"
"6","370","37","1.000000","1.178182","3","1"
"1","2948","294","1.000000","0.325672","3","2"
"2","1627","162","1.000000","0.211741","3","2"
"3","644","64","1.000000","0.008805","3","2"
"4","743","74","1.000000","0.793222","3","2"
"5","462","46","1.000000","0.757061","3","2"
"6","370","37","1.000000","0.277645","3","2"
"1","2948","294","1.000000","0.750472","3","3"
"2","1627","162","1.000000","1.089564","3","3"
"3","644","64","1.000000","0.359263","3","3"
"4","743","74","1.000000","0.863379","3","3"
"5","462","46","1.000000","0.627044","3","3"
"6","370","37","1.000000","0.900537","3","3"
"1","2948","294","1.000000","1.460165","4","1"
"2","1627","162","1.000000","1.938116","4","1"
"3","644","64","1.000000","0.434915","4","1"
"4","743","74","1.000000","1.419728","4","1"
"5","462","46","1.000000","0.755035","4","1"
"6","370","37","1.000000","1.224603","4","1"
"1","2948","294","1.000000","0.661578","4","2"
"2","1627","162","1.000000","0.587839","4","2"
"3","644","64","1.000000","0.242997","4","2"
"4","743","74","1.000000","0.531487","4","2"
"5","462","46","1.000000","0.110196","4","2"
"6","370","37","1.000000","0.393042","4","2"
"1","2948","294","1.000000","0.798586","4","3"
"2","1627","162","1.000000","1.350277","4","3"
"3","644","64","1.000000","0.191918","4","3"
"4","743","74","1.000000","0.888241","4","3"
"5","462","46","1.000000","0.644838","4","3"
"6","370","37","1.000000","0.831561","4","3"
"1","2948","294","1.000000","0.693781","5","1"
"2","1627","162","1.000000","0.948613","5","1"
"3","644","64","1.000000","-0.21408","5","1"
"4","743","74","1.000000","1.100356","5","1"
"5","462","46","1.000000","0.540467","5","1"
"6","370","37","1.000000","0.841755","5","1"
"1","2948","294","1.000000","0.53768","5","2"
"2","1627","162","1.000000","0.309894","5","2"
"3","644","64","1.000000","0.010517","5","2"
"4","743","74","1.000000","0.565733","5","2"
"5","462","46","1.000000","0.601453","5","2"
"6","370","37","1.000000","0.5703","5","2"
"1","2948","294","1.000000","0.156101","5","3"
"2","1627","162","1.000000","0.63872","5","3"
"3","644","64","1.000000","-0.224596","5","3"
"4","743","74","1.000000","0.534622","5","3"
"5","462","46","1.000000","-0.060986","5","3"
"6","370","37","1.000000","0.271456","5","3"
"1","2948","294","1.000000","0.105191","6","1"
"2","1627","162","1.000000","1.545692","6","1"
"3","644","64","1.000000","-0.622162","6","1"
"4","743","74","1.000000","0.35666","6","1"
"5","462","46","1.000000","0.152468","6","1"
"6","370","37","1.000000","1.816521","6","1"
"1","2948","294","1.000000","-0.085363","6","2"
"2","1627","162","1.000000","0.140165","6","2"
"3","644","64","1.000000","-0.779696","6","2"
"4","743","74","1.000000","0.309876","6","2"
"5","462","46","1.000000","0.171339","6","2"
"6","370","37","1.000000","1.052983","6","2"
"1","2948","294","1.000000","0.190554","6","3"
"2","1627","162","1.000000","1.405527","6","3"
"3","644","64","1.000000","0.157534","6","3"
"4","743","74","1.000000","0.046784","6","3"
"5","462","46","1.000000","-0.018871","6","3"
"6","370","37","1.000000","0.763538","6","3"
"1","2948","294","1.000000","0.190735","7","1"
"2","1627","162","1.000000","0.279929","7","1"
"3","644","64","1.000000","0.215855","7","1"
"4","743","74","1.000000","0.241817","7","1"
"5","462","46","1.000000","0.281178","7","1"
"6","370","37","1.000000","0.377069","7","1"
"1","2948","294","1.000000","0.136094","7","2"
"2","1627","162","1.000000","-0.051949","7","2"
"3","644","64","1.000000","0.331586","7","2"
