"ROI","ROI.size","average.localizer.mask.size","inter.subject.overlap","sigChange","SubjectNumber","Contrast"
"1","1885","188","1.000000","1.321377","1","1"
"2","3322","332","1.000000","0.217272","1","1"
"3","1525","152","1.000000","-0.413599","1","1"
"4","4182","418","1.000000","-0.217710","1","1"
"5","3419","341","1.000000","-0.110854","1","1"
"6","1313","131","1.000000","0.324576","1","1"
"7","4051","405","1.000000","0.098782","1","1"
"1","1885","188","1.000000","1.711367","1","2"
"2","3322","332","1.000000","0.225644","1","2"
"3","1525","152","1.000000","-0.196834","1","2"
"4","4182","418","1.000000","-0.143680","1","2"
"5","3419","341","1.000000","-0.062993","1","2"
"6","1313","131","1.000000","0.240698","1","2"
"7","4051","405","1.000000","0.197758","1","2"
"1","1885","188","1.000000","1.739810","1","3"
"2","3322","332","1.000000","0.372734","1","3"
"3","1525","152","1.000000","0.229905","1","3"
"4","4182","418","1.000000","-0.005731","1","3"
"5","3419","341","1.000000","0.126740","1","3"
"6","1313","131","1.000000","0.349997","1","3"
"7","4051","405","1.000000","0.385151","1","3"
"1","1885","188","1.000000","0.579708","1","4"
"2","3322","332","1.000000","0.400139","1","4"
"3","1525","152","1.000000","-0.564674","1","4"
"4","4182","418","1.000000","-0.012312","1","4"
"5","3419","341","1.000000","0.088570","1","4"
"6","1313","131","1.000000","0.526301","1","4"
"7","4051","405","1.000000","0.206633","1","4"
"1","1885","188","1.000000","0.635242","2","1"
"2","3322","332","1.000000","0.398213","2","1"
"3","1525","152","1.000000","-0.434371","2","1"
"4","4182","418","1.000000","0.052518","2","1"
"5","3419","341","1.000000","0.179451","2","1"
"6","1313","131","1.000000","0.871599","2","1"
"7","4051","405","1.000000","0.574956","2","1"
"1","1885","188","1.000000","0.434923","2","2"
"2","3322","332","1.000000","0.293441","2","2"
"3","1525","152","1.000000","-0.352213","2","2"
"4","4182","418","1.000000","0.005611","2","2"
"5","3419","341","1.000000","0.111887","2","2"
"6","1313","131","1.000000","0.440865","2","2"
"7","4051","405","1.000000","0.495005","2","2"
"1","1885","188","1.000000","0.660391","2","3"
"2","3322","332","1.000000","0.524411","2","3"
"3","1525","152","1.000000","0.190219","2","3"
"4","4182","418","1.000000","0.081858","2","3"
"5","3419","341","1.000000","0.073861","2","3"
"6","1313","131","1.000000","0.426906","2","3"
"7","4051","405","1.000000","0.576326","2","3"
"1","1885","188","1.000000","0.416354","2","4"
"2","3322","332","1.000000","0.754704","2","4"
"3","1525","152","1.000000","-0.512734","2","4"
"4","4182","418","1.000000","-0.064311","2","4"
"5","3419","341","1.000000","0.713395","2","4"
"6","1313","131","1.000000","0.988491","2","4"
"7","4051","405","1.000000","0.801301","2","4"
"1","1885","188","1.000000","0.410184","3","1"
"2","3322","332","1.000000","-0.186857","3","1"
"3","1525","152","1.000000","0.063408","3","1"
"4","4182","418","1.000000","-0.231246","3","1"
"5","3419","341","1.000000","0.092667","3","1"
"6","1313","131","1.000000","-0.167763","3","1"
"7","4051","405","1.000000","0.063089","3","1"
"1","1885","188","1.000000","0.441455","3","2"
"2","3322","332","1.000000","-0.051833","3","2"
"3","1525","152","1.000000","-0.020879","3","2"
"4","4182","418","1.000000","-0.056161","3","2"
"5","3419","341","1.000000","0.105787","3","2"
"6","1313","131","1.000000","-0.138184","3","2"
"7","4051","405","1.000000","0.023449","3","2"
"1","1885","188","1.000000","0.301948","3","3"
"2","3322","332","1.000000","0.08715","3","3"
"3","1525","152","1.000000","-0.034872","3","3"
"4","4182","418","1.000000","0.093555","3","3"
"5","3419","341","1.000000","0.170793","3","3"
"6","1313","131","1.000000","-0.062011","3","3"
"7","4051","405","1.000000","0.09356","3","3"
"1","1885","188","1.000000","-0.757201","3","4"
"2","3322","332","1.000000","-0.650247","3","4"
"3","1525","152","1.000000","-0.739535","3","4"
"4","4182","418","1.000000","-0.607721","3","4"
"5","3419","341","1.000000","0.066658","3","4"
"6","1313","131","1.000000","-0.717978","3","4"
"7","4051","405","1.000000","-0.081124","3","4"
"1","1885","188","1.000000","-0.25925","4","1"
"2","3322","332","1.000000","0.679432","4","1"
"3","1525","152","1.000000","0.252735","4","1"
"4","4182","418","1.000000","0.130588","4","1"
"5","3419","341","1.000000","-0.062932","4","1"
"6","1313","131","1.000000","0.238068","4","1"
"7","4051","405","1.000000","0.249803","4","1"
"1","1885","188","1.000000","0.339267","4","2"
"2","3322","332","1.000000","0.899395","4","2"
"3","1525","152","1.000000","0.717865","4","2"
"4","4182","418","1.000000","0.319279","4","2"
"5","3419","341","1.000000","0.135768","4","2"
"6","1313","131","1.000000","0.491668","4","2"
"7","4051","405","1.000000","0.484824","4","2"
"1","1885","188","1.000000","0.202012","4","3"
"2","3322","332","1.000000","1.263913","4","3"
"3","1525","152","1.000000","0.134862","4","3"
"4","4182","418","1.000000","0.642945","4","3"
"5","3419","341","1.000000","0.464058","4","3"
"6","1313","131","1.000000","0.081201","4","3"
"7","4051","405","1.000000","0.910152","4","3"
"1","1885","188","1.000000","-0.714125","4","4"
"2","3322","332","1.000000","1.418728","4","4"
"3","1525","152","1.000000","0.064046","4","4"
"4","4182","418","1.000000","0.459654","4","4"
"5","3419","341","1.000000","0.382176","4","4"
"6","1313","131","1.000000","-0.107563","4","4"
"7","4051","405","1.000000","0.641517","4","4"
"1","1885","188","1.000000","-0.073352","5","1"
"2","3322","332","1.000000","0.037929","5","1"
"3","1525","152","1.000000","-0.17983","5","1"
"4","4182","418","1.000000","-0.194187","5","1"
"5","3419","341","1.000000","-0.14226","5","1"
"6","1313","131","1.000000","-0.175376","5","1"
"7","4051","405","1.000000","0.064315","5","1"
"1","1885","188","1.000000","0.178203","5","2"
"2","3322","332","1.000000","0.356964","5","2"
"3","1525","152","1.000000","0.051027","5","2"
"4","4182","418","1.000000","0.074221","5","2"
"5","3419","341","1.000000","0.179746","5","2"
"6","1313","131","1.000000","-0.028083","5","2"
"7","4051","405","1.000000","0.222671","5","2"
"1","1885","188","1.000000","0.244348","5","3"
"2","3322","332","1.000000","0.521708","5","3"
"3","1525","152","1.000000","0.257904","5","3"
"4","4182","418","1.000000","0.13106","5","3"
"5","3419","341","1.000000","0.265229","5","3"
"6","1313","131","1.000000","0.049576","5","3"
"7","4051","405","1.000000","0.282673","5","3"
"1","1885","188","1.000000","0.261874","5","4"
"2","3322","332","1.000000","0.242802","5","4"
"3","1525","152","1.000000","-0.064655","5","4"
"4","4182","418","1.000000","-0.077173","5","4"
"5","3419","341","1.000000","0.211031","5","4"
"6","1313","131","1.000000","-0.165489","5","4"
"7","4051","405","1.000000","0.146536","5","4"
"1","1885","188","1.000000","0.793488","6","1"
"2","3322","332","1.000000","0.382982","6","1"
"3","1525","152","1.000000","-0.438391","6","1"
"4","4182","418","1.000000","-0.335013","6","1"
"5","3419","341","1.000000","-0.077599","6","1"
"6","1313","131","1.000000","0.197328","6","1"
"7","4051","405","1.000000","0.183364","6","1"
"1","1885","188","1.000000","0.966785","6","2"
"2","3322","332","1.000000","0.510606","6","2"
"3","1525","152","1.000000","0.238156","6","2"
"4","4182","418","1.000000","-0.041877","6","2"
"5","3419","341","1.000000","0.153285","6","2"
"6","1313","131","1.000000","0.475768","6","2"
"7","4051","405","1.000000","0.521386","6","2"
"1","1885","188","1.000000","0.208243","6","3"
"2","3322","332","1.000000","0.722449","6","3"
"3","1525","152","1.000000","0.263892","6","3"
"4","4182","418","1.000000","-0.099958","6","3"
"5","3419","341","1.000000","-0.252934","6","3"
"6","1313","131","1.000000","0.433038","6","3"
"7","4051","405","1.000000","0.30113","6","3"
"1","1885","188","1.000000","-0.164379","6","4"
"2","3322","332","1.000000","0.229349","6","4"
"3","1525","152","1.000000","-1.100214","6","4"
"4","4182","418","1.000000","-0.507395","6","4"
"5","3419","341","1.000000","-0.001179","6","4"
"6","1313","131","1.000000","-0.044774","6","4"
"7","4051","405","1.000000","-0.064223","6","4"
"1","1885","188","1.000000","-0.249265","7","1"
"2","3322","332","1.000000","0.152005","7","1"
"3","1525","152","1.000000","-0.314308","7","1"
"4","4182","418","1.000000","-0.468097","7","1"
"5","3419","341","1.000000","-0.424252","7","1"
"6","1313","131","1.000000","-0.246681","7","1"
"7","4051","405","1.000000","-0.154536","7","1"
"1","1885","188","1.000000","-0.342185","7","2"
"2","3322","332","1.000000","0.158813","7","2"
"3","1525","152","1.000000","-0.269299","7","2"
"4","4182","418","1.000000","-0.443148","7","2"
"5","3419","341","1.000000","-0.384792","7","2"
"6","1313","131","1.000000","-0.099353","7","2"
"7","4051","405","1.000000","-0.34084","7","2"
"1","1885","188","1.000000","-1.10034","7","3"
"2","3322","332","1.000000","0.607559","7","3"
"3","1525","152","1.000000","-0.737635","7","3"
"4","4182","418","1.000000","-0.261599","7","3"
"5","3419","341","1.000000","-0.275543","7","3"
"6","1313","131","1.000000","0.30956","7","3"
"7","4051","405","1.000000","-0.277173","7","3"
"1","1885","188","1.000000","-0.200307","7","4"
"2","3322","332","1.000000","0.776524","7","4"
"3","1525","152","1.000000","-0.215017","7","4"
"4","4182","418","1.000000","0.072931","7","4"
"5","3419","341","1.000000","0.072826","7","4"
