"ROI","ROI.size","average.localizer.mask.size","inter.subject.overlap","sigChange","SubjectNumber","Contrast"
"4","743","74","1.000000","1.28644","4","1"
"5","462","46","1.000000","-0.023985","4","1"
"6","370","37","1.000000","1.89113","4","1"
"1","2948","294","1.000000","0.71854","4","2"
"2","1627","162","1.000000","1.00728","4","2"
"3","644","64","1.000000","0.097087","4","2"
"4","743","74","1.000000","0.992812","4","2"
"5","462","46","1.000000","0.016734","4","2"
"6","370","37","1.000000","1.016016","4","2"
"1","2948","294","1.000000","0.175767","4","3"
"2","1627","162","1.000000","0.107195","4","3"
"3","644","64","1.000000","-0.146968","4","3"
"4","743","74","1.000000","0.293628","4","3"
"5","462","46","1.000000","-0.04072","4","3"
"6","370","37","1.000000","0.875113","4","3"
"1","2948","294","1.000000","0.328382","5","1"
"2","1627","162","1.000000","0.489624","5","1"
"3","644","64","1.000000","0.093593","5","1"
"4","743","74","1.000000","0.80166","5","1"
"5","462","46","1.000000","0.50291","5","1"
"6","370","37","1.000000","1.019752","5","1"
"1","2948","294","1.000000","0.309018","5","2"
"2","1627","162","1.000000","0.540589","5","2"
"3","644","64","1.000000","0.017594","5","2"
"4","743","74","1.000000","0.873904","5","2"
"5","462","46","1.000000","0.321959","5","2"
"6","370","37","1.000000","0.88035","5","2"
"1","2948","294","1.000000","0.019364","5","3"
"2","1627","162","1.000000","-0.050965","5","3"
"3","644","64","1.000000","0.075999","5","3"
"4","743","74","1.000000","-0.072243","5","3"
"5","462","46","1.000000","0.180951","5","3"
"6","370","37","1.000000","0.139402","5","3"
"1","2948","294","1.000000","0.218314","6","1"
"2","1627","162","1.000000","1.464522","6","1"
"3","644","64","1.000000","0.055398","6","1"
"4","743","74","1.000000","0.547391","6","1"
"5","462","46","1.000000","0.236974","6","1"
"6","370","37","1.000000","1.539307","6","1"
"1","2948","294","1.000000","0.013479","6","2"
"2","1627","162","1.000000","1.185111","6","2"
"3","644","64","1.000000","-0.062773","6","2"
"4","743","74","1.000000","0.35839","6","2"
"5","462","46","1.000000","0.184858","6","2"
"6","370","37","1.000000","1.488617","6","2"
"1","2948","294","1.000000","0.204835","6","3"
"2","1627","162","1.000000","0.279411","6","3"
"3","644","64","1.000000","0.118171","6","3"
"4","743","74","1.000000","0.189001","6","3"
"5","462","46","1.000000","0.052115","6","3"
"6","370","37","1.000000","0.05069","6","3"
"1","2948","294","1.000000","-0.159336","7","1"
"2","1627","162","1.000000","-0.261869","7","1"
"3","644","64","1.000000","-0.241557","7","1"
"4","743","74","1.000000","-0.096558","7","1"
"5","462","46","1.000000","0.091408","7","1"
"6","370","37","1.000000","-0.059394","7","1"
"1","2948","294","1.000000","-0.096008","7","2"
"2","1627","162","1.000000","-0.024468","7","2"
"3","644","64","1.000000","-0.202505","7","2"
"4","743","74","1.000000","-0.072311","7","2"
"5","462","46","1.000000","-0.021875","7","2"
"6","370","37","1.000000","0.238394","7","2"
"1","2948","294","1.000000","-0.063328","7","3"
"2","1627","162","1.000000","-0.237401","7","3"
"3","644","64","1.000000","-0.039052","7","3"
"4","743","74","1.000000","-0.024247","7","3"
"5","462","46","1.000000","0.113283","7","3"
"6","370","37","1.000000","-0.297788","7","3"
"1","2948","294","1.000000","0.290153","8","1"
"2","1627","162","1.000000","0.066438","8","1"
"3","644","64","1.000000","-0.136967","8","1"
"4","743","74","1.000000","0.33373","8","1"
"5","462","46","1.000000","0.303237","8","1"
"6","370","37","1.000000","0.936406","8","1"
"1","2948","294","1.000000","0.220084","8","2"
"2","1627","162","1.000000","0.102486","8","2"
"3","644","64","1.000000","-0.194697","8","2"
"4","743","74","1.000000","0.169557","8","2"
"5","462","46","1.000000","0.243205","8","2"
"6","370","37","1.000000","0.919704","8","2"
"1","2948","294","1.000000","0.07007","8","3"
"2","1627","162","1.000000","-0.036047","8","3"
"3","644","64","1.000000","0.05773","8","3"
"4","743","74","1.000000","0.164174","8","3"
"5","462","46","1.000000","0.060032","8","3"
"6","370","37","1.000000","0.016702","8","3"
"1","2948","294","1.000000","0.652254","9","1"
"2","1627","162","1.000000","0.427127","9","1"
"3","644","64","1.000000","-0.066723","9","1"
"4","743","74","1.000000","1.807231","9","1"
"5","462","46","1.000000","0.432743","9","1"
"6","370","37","1.000000","0.812276","9","1"
"1","2948","294","1.000000","0.537037","9","2"
"2","1627","162","1.000000","0.318426","9","2"
"3","644","64","1.000000","-0.119581","9","2"
"4","743","74","1.000000","1.608003","9","2"
"5","462","46","1.000000","0.361258","9","2"
"6","370","37","1.000000","0.626508","9","2"
"1","2948","294","1.000000","0.115217","9","3"
"2","1627","162","1.000000","0.108701","9","3"
"3","644","64","1.000000","0.052858","9","3"
"4","743","74","1.000000","0.199228","9","3"
"5","462","46","1.000000","0.071485","9","3"
"6","370","37","1.000000","0.185768","9","3"
"1","2948","294","1.000000","0.481176","10","1"
"2","1627","162","1.000000","0.307674","10","1"
"3","644","64","1.000000","-0.168856","10","1"
"4","743","74","1.000000","1.732218","10","1"
"5","462","46","1.000000","1.325108","10","1"
"6","370","37","1.000000","1.245982","10","1"
"1","2948","294","1.000000","0.322327","10","2"
"2","1627","162","1.000000","0.167644","10","2"
"3","644","64","1.000000","-0.112769","10","2"
"4","743","74","1.000000","1.693376","10","2"
"5","462","46","1.000000","1.20575","10","2"
"6","370","37","1.000000","1.169962","10","2"
"1","2948","294","1.000000","0.158848","10","3"
"2","1627","162","1.000000","0.140031","10","3"
"3","644","64","1.000000","-0.056087","10","3"
"4","743","74","1.000000","0.038843","10","3"
"5","462","46","1.000000","0.119358","10","3"
"6","370","37","1.000000","0.07602","10","3"
"1","2948","294","1.000000","0.874061","11","1"
"2","1627","162","1.000000","0.39524","11","1"
"3","644","64","1.000000","-0.15621","11","1"
"4","743","74","1.000000","1.084437","11","1"
"5","462","46","1.000000","0.706927","11","1"
"6","370","37","1.000000","1.053154","11","1"
"1","2948","294","1.000000","1.060162","11","2"
"2","1627","162","1.000000","0.450871","11","2"
"3","644","64","1.000000","-0.094045","11","2"
"4","743","74","1.000000","1.215537","11","2"
"5","462","46","1.000000","0.929008","11","2"
"6","370","37","1.000000","1.141171","11","2"
"1","2948","294","1.000000","-0.186101","11","3"
"2","1627","162","1.000000","-0.05563","11","3"
"3","644","64","1.000000","-0.062165","11","3"
"4","743","74","1.000000","-0.1311","11","3"
"5","462","46","1.000000","-0.222081","11","3"
"6","370","37","1.000000","-0.088018","11","3"
"1","2948","294","1.000000","1.525879","12","1"
"2","1627","162","1.000000","1.035766","12","1"
"3","644","64","1.000000","0.614996","12","1"
"4","743","74","1.000000","0.97201","12","1"
"5","462","46","1.000000","1.122987","12","1"
"6","370","37","1.000000","1.583635","12","1"
"1","2948","294","1.000000","1.388988","12","2"
"2","1627","162","1.000000","1.075706","12","2"
"3","644","64","1.000000","0.696493","12","2"
"4","743","74","1.000000","1.205588","12","2"
"5","462","46","1.000000","1.058857","12","2"
"6","370","37","1.000000","1.43843","12","2"
"1","2948","294","1.000000","0.136891","12","3"
"2","1627","162","1.000000","-0.03994","12","3"
"3","644","64","1.000000","-0.081498","12","3"
"4","743","74","1.000000","-0.233578","12","3"
"5","462","46","1.000000","0.064129","12","3"
"6","370","37","1.000000","0.145205","12","3"
